OrderID,CustomerID,ProductID,OrderDate,ShippedDate,QuantitySold
ORD24058,EM03244,PRO00825,25-06-2022,26-02-2022,13
ORD24059,EM05567,PRO00696,06-11-2022,25-10-2022,5
ORD24060,EM01487,PRO00752,12-07-2022,11-05-2022,11
ORD24061,EM02368,PRO00617,23-07-2022,09-03-2022,11
ORD24062,EM05849,PRO00840,13-08-2022,10-03-2022,15
ORD24063,EM05575,PRO00313,06-01-2022,07-10-2022,16
ORD24064,EM04493,PRO00282,16-03-2022,17-10-2022,5
ORD24065,EM05272,PRO00171,14-05-2022,28-06-2022,11
ORD24066,EM00495,PRO00282,26-06-2022,01-05-2022,6
ORD24067,EM05368,PRO00873,06-04-2022,05-06-2022,4
ORD24068,EM00051,PRO00437,30-05-2022,27-11-2022,5
ORD24069,EM02568,PRO00651,06-05-2022,17-08-2022,15
ORD24070,EM00196,PRO00809,30-08-2022,12-01-2022,8
ORD24071,EM00991,PRO00130,04-09-2022,11-12-2022,3
ORD24072,EM00872,PRO00469,31-12-2022,31-05-2022,1
ORD24073,EM02220,PRO00029,27-11-2022,30-03-2022,16
ORD24074,EM05792,PRO00001,26-07-2022,14-08-2022,17
ORD24075,EM01913,PRO00133,24-05-2022,27-08-2022,15
ORD24076,EM05434,PRO00286,01-10-2022,01-09-2022,11
ORD24077,EM01703,PRO00308,03-03-2022,09-02-2022,6
ORD24078,EM03576,PRO00571,16-12-2022,09-08-2022,18
ORD24079,EM00241,PRO00459,08-08-2022,25-03-2022,14
ORD24080,EM02628,PRO00467,31-05-2022,19-11-2022,7
ORD24081,EM00614,PRO00290,29-11-2022,22-06-2022,1
ORD24082,EM04697,PRO00518,15-05-2022,12-08-2022,11
ORD24083,EM00917,PRO00951,19-11-2022,24-08-2022,4
ORD24084,EM02288,PRO00399,31-03-2022,22-05-2022,6
ORD24085,EM01675,PRO00115,01-01-2022,05-07-2022,16
ORD24086,EM04359,PRO00471,27-01-2022,09-09-2022,13
ORD24087,EM04118,PRO00485,07-09-2022,19-07-2022,18
ORD24088,EM01225,PRO00063,26-08-2022,01-11-2022,14
ORD24089,EM04094,PRO00990,04-10-2022,11-04-2022,15
ORD24090,EM01925,PRO00536,03-04-2022,23-08-2022,7
ORD24091,EM05188,PRO00926,10-07-2022,11-10-2022,6
ORD24092,EM03282,PRO00168,02-08-2022,01-04-2022,13
ORD24093,EM02888,PRO00923,30-04-2022,27-05-2022,12
ORD24094,EM01728,PRO00310,30-03-2022,31-01-2022,9
ORD24095,EM01847,PRO00274,18-02-2022,12-11-2022,13
ORD24096,EM01386,PRO00126,12-01-2022,15-10-2022,11
ORD24097,EM02609,PRO00043,06-05-2022,16-03-2022,5
ORD24098,EM01651,PRO00962,16-05-2022,29-07-2022,1
ORD24099,EM00852,PRO00488,17-01-2022,30-03-2022,14
ORD24100,EM03888,PRO00562,01-08-2022,14-03-2022,15
ORD24101,EM05083,PRO00302,23-03-2022,21-06-2022,2
ORD24102,EM01038,PRO00770,19-05-2022,03-08-2022,7
ORD24103,EM04685,PRO00324,11-10-2022,05-12-2022,15
ORD24104,EM04328,PRO00203,03-01-2022,23-11-2022,2
ORD24105,EM05574,PRO00583,06-07-2022,05-11-2022,14
ORD24106,EM01559,PRO00932,26-12-2022,17-11-2022,12
ORD24107,EM00847,PRO00871,06-10-2022,01-04-2022,10
ORD24108,EM01701,PRO00710,12-07-2022,11-08-2022,4
ORD24109,EM05641,PRO00678,03-05-2022,07-06-2022,18
ORD24110,EM02294,PRO00808,02-12-2022,29-04-2022,18
ORD24111,EM00783,PRO00969,28-09-2022,28-01-2022,19
ORD24112,EM00527,PRO00141,28-12-2022,15-02-2022,12
ORD24113,EM01973,PRO00767,26-04-2022,18-03-2022,13
ORD24114,EM00802,PRO00226,04-05-2022,17-05-2022,16
ORD24115,EM02040,PRO00244,16-01-2022,15-05-2022,18
ORD24116,EM00891,PRO00210,13-05-2022,26-08-2022,6
ORD24117,EM04446,PRO00841,29-09-2022,01-05-2022,19
ORD24118,EM05484,PRO00971,15-05-2022,24-10-2022,11
ORD24119,EM04916,PRO00678,14-10-2022,17-08-2022,19
ORD24120,EM02425,PRO00426,06-06-2022,04-01-2022,10
ORD24121,EM02676,PRO00191,17-06-2022,14-09-2022,2
ORD24122,EM05760,PRO00104,03-07-2022,12-08-2022,6
ORD24123,EM03625,PRO00661,21-09-2022,01-02-2022,1
ORD24124,EM03572,PRO00724,04-09-2022,17-09-2022,9
ORD24125,EM00386,PRO00086,23-09-2022,25-04-2022,4
ORD24126,EM02059,PRO00790,18-03-2022,12-02-2022,12
ORD24127,EM00111,PRO00082,16-12-2022,02-11-2022,13
ORD24128,EM00313,PRO00765,19-02-2022,26-04-2022,4
ORD24129,EM04322,PRO00939,05-04-2022,27-03-2022,16
ORD24130,EM03762,PRO00539,08-10-2022,08-09-2022,9
ORD24131,EM01514,PRO00292,10-12-2022,09-11-2022,2
ORD24132,EM04729,PRO00496,29-12-2022,27-10-2022,15
ORD24133,EM05174,PRO00506,02-12-2022,16-12-2022,3
ORD24134,EM03541,PRO00694,21-12-2022,05-12-2022,1
ORD24135,EM02024,PRO00924,31-01-2022,12-04-2022,8
ORD24136,EM05058,PRO00233,04-10-2022,23-11-2022,18
ORD24137,EM05540,PRO00331,12-08-2022,09-09-2022,11
ORD24138,EM05681,PRO00535,02-04-2022,23-01-2022,6
ORD24139,EM04324,PRO00715,20-10-2022,07-06-2022,1
ORD24140,EM02065,PRO00447,07-04-2022,14-10-2022,14
ORD24141,EM05186,PRO00961,08-06-2022,06-04-2022,3
ORD24142,EM03986,PRO00608,21-01-2022,26-07-2022,10
ORD24143,EM02683,PRO00862,10-02-2022,13-04-2022,17
ORD24144,EM03351,PRO00598,09-12-2022,01-11-2022,4
ORD24145,EM00045,PRO00397,23-12-2022,25-05-2022,8
ORD24146,EM01295,PRO00155,25-12-2022,03-11-2022,12
ORD24147,EM01658,PRO00653,30-04-2022,01-10-2022,1
ORD24148,EM01464,PRO00573,23-05-2022,21-08-2022,17
ORD24149,EM04915,PRO00669,02-05-2022,18-06-2022,11
ORD24150,EM01580,PRO00967,13-03-2022,16-10-2022,3
ORD24151,EM04480,PRO00082,09-01-2022,15-11-2022,4
ORD24152,EM05477,PRO00945,27-03-2022,10-01-2022,5
ORD24153,EM04166,PRO00137,11-09-2022,12-05-2022,7
ORD24154,EM00504,PRO00280,11-10-2022,12-02-2022,18
ORD24155,EM00152,PRO00591,01-06-2022,06-11-2022,17
ORD24156,EM05254,PRO00790,11-07-2022,21-02-2022,10
ORD24157,EM01732,PRO00564,03-11-2022,10-06-2022,11
ORD24158,EM01798,PRO00564,01-09-2022,31-07-2022,13
ORD24159,EM00889,PRO00464,10-09-2022,02-02-2022,6
ORD24160,EM05421,PRO00083,12-11-2022,16-08-2022,14
ORD24161,EM02033,PRO00378,03-01-2022,28-08-2022,3
ORD24162,EM00582,PRO00215,04-07-2022,10-02-2022,3
ORD24163,EM02317,PRO00502,14-04-2022,11-06-2022,6
ORD24164,EM02380,PRO00452,09-11-2022,18-09-2022,19
ORD24165,EM01469,PRO00186,25-11-2022,02-08-2022,2
ORD24166,EM02042,PRO00971,14-07-2022,02-09-2022,16
ORD24167,EM02815,PRO00563,26-05-2022,03-06-2022,7
ORD24168,EM05526,PRO00338,20-03-2022,07-08-2022,3
ORD24169,EM05192,PRO00990,03-10-2022,25-12-2022,8
ORD24170,EM04460,PRO00017,08-11-2022,03-08-2022,7
ORD24171,EM04044,PRO00456,20-08-2022,09-04-2022,11
ORD24172,EM05357,PRO00283,08-08-2022,08-04-2022,15
ORD24173,EM00951,PRO00379,04-07-2022,10-06-2022,13
ORD24174,EM05959,PRO00931,02-10-2022,20-06-2022,18
ORD24175,EM01767,PRO00442,06-04-2022,25-01-2022,1
ORD24176,EM00366,PRO00528,14-09-2022,23-08-2022,9
ORD24177,EM01953,PRO00788,30-06-2022,22-12-2022,1
ORD24178,EM03372,PRO00160,18-06-2022,25-12-2022,3
ORD24179,EM02575,PRO00076,03-07-2022,27-10-2022,14
ORD24180,EM05903,PRO00533,21-04-2022,09-02-2022,15
ORD24181,EM02848,PRO00206,06-04-2022,18-01-2022,3
ORD24182,EM02034,PRO00324,13-01-2022,17-09-2022,1
ORD24183,EM00446,PRO00172,05-07-2022,16-09-2022,16
ORD24184,EM04477,PRO00817,01-07-2022,14-05-2022,17
ORD24185,EM01835,PRO00990,24-11-2022,07-05-2022,7
ORD24186,EM02316,PRO00084,06-10-2022,19-03-2022,8
ORD24187,EM03057,PRO00989,13-10-2022,16-10-2022,10
ORD24188,EM03381,PRO00332,31-05-2022,25-04-2022,2
ORD24189,EM02299,PRO00442,08-04-2022,25-06-2022,9
ORD24190,EM05383,PRO00430,10-08-2022,20-08-2022,1
ORD24191,EM03856,PRO00604,16-05-2022,01-09-2022,10
ORD24192,EM05597,PRO00553,24-02-2022,21-07-2022,2
ORD24193,EM02454,PRO00878,28-12-2022,04-11-2022,19
ORD24194,EM00023,PRO00643,17-03-2022,24-03-2022,19
ORD24195,EM05748,PRO00418,10-12-2022,03-04-2022,11
ORD24196,EM00432,PRO00805,24-08-2022,22-09-2022,15
ORD24197,EM01750,PRO00024,30-10-2022,14-12-2022,15
ORD24198,EM01242,PRO00640,01-07-2022,02-04-2022,14
ORD24199,EM04620,PRO00575,24-02-2022,29-12-2022,8
ORD24200,EM03188,PRO00107,13-09-2022,05-12-2022,1
ORD24201,EM04656,PRO00031,04-11-2022,11-12-2022,19
ORD24202,EM05034,PRO00283,19-01-2022,29-08-2022,1
ORD24203,EM00101,PRO00842,13-02-2022,16-10-2022,12
ORD24204,EM03998,PRO00135,10-02-2022,14-01-2022,8
ORD24205,EM01266,PRO00213,18-09-2022,03-04-2022,16
ORD24206,EM00494,PRO00743,12-01-2022,20-05-2022,2
ORD24207,EM01998,PRO00370,08-12-2022,04-09-2022,18
ORD24208,EM01735,PRO00997,20-07-2022,16-07-2022,12
ORD24209,EM01554,PRO00920,20-03-2022,24-11-2022,5
ORD24210,EM01843,PRO00291,24-11-2022,14-12-2022,3
ORD24211,EM00457,PRO00562,17-05-2022,15-11-2022,18
ORD24212,EM01437,PRO00294,17-05-2022,05-08-2022,8
ORD24213,EM01296,PRO00616,21-10-2022,31-03-2022,5
ORD24214,EM05538,PRO00512,29-06-2022,31-12-2022,16
ORD24215,EM04896,PRO00234,08-02-2022,04-11-2022,18
ORD24216,EM01550,PRO00217,04-02-2022,07-01-2022,16
ORD24217,EM02095,PRO00072,25-04-2022,04-02-2022,16
ORD24218,EM05742,PRO00691,05-04-2022,09-01-2022,19
ORD24219,EM03206,PRO00580,05-01-2022,18-10-2022,14
ORD24220,EM00377,PRO00768,31-10-2022,02-10-2022,15
ORD24221,EM00116,PRO00040,12-09-2022,06-02-2022,2
ORD24222,EM01630,PRO00418,03-06-2022,10-05-2022,3
ORD24223,EM05332,PRO00213,03-05-2022,22-06-2022,2
ORD24224,EM05591,PRO00645,30-07-2022,29-08-2022,19
ORD24225,EM00089,PRO00559,10-05-2022,08-12-2022,9
ORD24226,EM05180,PRO00723,07-07-2022,06-08-2022,14
ORD24227,EM01844,PRO00766,07-08-2022,26-01-2022,9
ORD24228,EM03179,PRO00699,08-07-2022,06-06-2022,12
ORD24229,EM05411,PRO00626,17-09-2022,26-05-2022,4
ORD24230,EM02243,PRO00639,18-03-2022,11-05-2022,9
ORD24231,EM03954,PRO00726,17-07-2022,22-12-2022,8
ORD24232,EM05668,PRO00450,15-06-2022,27-09-2022,5
ORD24233,EM02746,PRO00281,26-02-2022,16-02-2022,17
ORD24234,EM00626,PRO00851,23-02-2022,14-10-2022,20
ORD24235,EM03315,PRO00929,03-06-2022,11-12-2022,15
ORD24236,EM04140,PRO00629,21-04-2022,29-07-2022,15
ORD24237,EM03480,PRO00852,24-05-2022,09-07-2022,16
ORD24238,EM05245,PRO00298,27-05-2022,17-04-2022,20
ORD24239,EM00962,PRO00592,27-09-2022,07-02-2022,10
ORD24240,EM00135,PRO00082,19-07-2022,08-12-2022,14
ORD24241,EM02733,PRO00216,19-04-2022,13-07-2022,18
ORD24242,EM00239,PRO00237,05-08-2022,16-02-2022,4
ORD24243,EM05155,PRO00700,23-07-2022,28-09-2022,16
ORD24244,EM03877,PRO00078,10-01-2022,27-10-2022,7
ORD24245,EM02253,PRO00469,19-05-2022,12-09-2022,18
ORD24246,EM04977,PRO00251,30-06-2022,18-10-2022,8
ORD24247,EM02527,PRO00941,15-04-2022,15-02-2022,13
ORD24248,EM02170,PRO00750,13-10-2022,06-05-2022,7
ORD24249,EM05913,PRO00279,06-12-2022,02-10-2022,12
ORD24250,EM01499,PRO00716,25-11-2022,12-03-2022,18
ORD24251,EM05149,PRO00745,30-04-2022,17-11-2022,10
ORD24252,EM00305,PRO00400,18-04-2022,25-12-2022,7
ORD24253,EM03014,PRO00685,02-03-2022,11-10-2022,7
ORD24254,EM03599,PRO00805,04-05-2022,12-02-2022,3
ORD24255,EM00734,PRO00446,03-03-2022,05-02-2022,14
ORD24256,EM03863,PRO00174,15-08-2022,24-06-2022,20
ORD24257,EM05568,PRO00263,24-03-2022,24-08-2022,10
ORD24258,EM04763,PRO00131,21-06-2022,05-12-2022,19
ORD24259,EM01997,PRO00325,15-01-2022,28-01-2022,7
ORD24260,EM01959,PRO00898,21-11-2022,07-02-2022,20
ORD24261,EM04542,PRO00656,10-10-2022,03-12-2022,13
ORD24262,EM04382,PRO00300,15-03-2022,24-08-2022,19
ORD24263,EM00955,PRO00067,12-11-2022,28-11-2022,13
ORD24264,EM02454,PRO00942,02-06-2022,24-07-2022,7
ORD24265,EM00554,PRO00689,25-11-2022,13-04-2022,5
ORD24266,EM05794,PRO00168,18-08-2022,21-06-2022,17
ORD24267,EM04881,PRO00501,24-02-2022,06-06-2022,11
ORD24268,EM00890,PRO00462,16-05-2022,18-08-2022,12
ORD24269,EM00197,PRO00705,19-12-2022,21-07-2022,2
ORD24270,EM02506,PRO00479,28-11-2022,06-08-2022,18
ORD24271,EM00589,PRO00375,28-07-2022,07-12-2022,19
ORD24272,EM02642,PRO00490,06-03-2022,27-07-2022,7
ORD24273,EM03121,PRO00250,25-02-2022,09-05-2022,11
ORD24274,EM02551,PRO00694,20-03-2022,19-01-2022,5
ORD24275,EM03472,PRO00518,19-05-2022,01-01-2023,6
ORD24276,EM00827,PRO00264,05-12-2022,13-07-2022,8
ORD24277,EM03612,PRO00778,18-06-2022,08-09-2022,9
ORD24278,EM02316,PRO00161,30-08-2022,18-07-2022,1
ORD24279,EM05340,PRO00810,29-03-2022,24-02-2022,2
ORD24280,EM00322,PRO00455,26-02-2022,29-11-2022,19
ORD24281,EM03901,PRO00882,04-08-2022,06-09-2022,3
ORD24282,EM00099,PRO00710,21-09-2022,14-05-2022,11
ORD24283,EM05920,PRO00543,27-08-2022,20-04-2022,20
ORD24284,EM01704,PRO00116,01-06-2022,03-08-2022,11
ORD24285,EM05504,PRO00972,09-02-2022,23-07-2022,9
ORD24286,EM04343,PRO00527,26-10-2022,05-01-2022,17
ORD24287,EM01312,PRO00743,18-07-2022,26-08-2022,18
ORD24288,EM02754,PRO00519,28-04-2022,26-03-2022,14
ORD24289,EM00508,PRO00429,24-11-2022,24-10-2022,5
ORD24290,EM05290,PRO00813,09-08-2022,28-03-2022,9
ORD24291,EM04469,PRO00984,20-02-2022,09-01-2022,3
ORD24292,EM05433,PRO00522,30-09-2022,28-06-2022,5
ORD24293,EM02341,PRO00420,04-10-2022,25-10-2022,2
ORD24294,EM04587,PRO00780,01-08-2022,28-10-2022,7
ORD24295,EM01686,PRO00216,17-10-2022,14-09-2022,7
ORD24296,EM01927,PRO00522,14-09-2022,26-10-2022,17
ORD24297,EM05261,PRO00768,07-04-2022,06-03-2022,5
ORD24298,EM05623,PRO00282,09-10-2022,15-10-2022,2
ORD24299,EM00933,PRO00945,10-01-2022,01-04-2022,16
ORD24300,EM02769,PRO00620,15-01-2022,01-02-2022,10
ORD24301,EM02197,PRO00806,29-08-2022,10-03-2022,3
ORD24302,EM00370,PRO00380,06-09-2022,20-07-2022,10
ORD24303,EM00703,PRO00098,04-02-2022,19-01-2022,18
ORD24304,EM05963,PRO00583,05-01-2022,17-11-2022,10
ORD24305,EM02209,PRO00342,15-02-2022,10-11-2022,8
ORD24306,EM04924,PRO00696,03-04-2022,10-07-2022,17
ORD24307,EM04548,PRO00852,12-07-2022,09-02-2022,10
ORD24308,EM04230,PRO00956,26-09-2022,08-12-2022,18
ORD24309,EM05468,PRO00017,24-07-2022,22-02-2022,18
ORD24310,EM01856,PRO00412,16-02-2022,11-09-2022,12
ORD24311,EM02613,PRO00139,15-06-2022,16-06-2022,2
ORD24312,EM03458,PRO00128,25-01-2022,02-12-2022,5
ORD24313,EM04385,PRO00561,19-03-2022,07-08-2022,18
ORD24314,EM03622,PRO00304,02-04-2022,24-09-2022,4
ORD24315,EM04980,PRO00214,13-10-2022,02-03-2022,20
ORD24316,EM04843,PRO00482,16-05-2022,13-10-2022,7
ORD24317,EM01544,PRO00969,07-08-2022,30-10-2022,8
ORD24318,EM03833,PRO00541,28-12-2022,26-05-2022,15
ORD24319,EM05429,PRO00821,08-12-2022,24-08-2022,7
ORD24320,EM04546,PRO00134,04-04-2022,16-10-2022,12
ORD24321,EM02276,PRO00968,27-10-2022,23-09-2022,8
ORD24322,EM05129,PRO00973,09-12-2022,01-07-2022,11
ORD24323,EM00632,PRO00194,04-01-2022,22-05-2022,20
ORD24324,EM00550,PRO00067,23-05-2022,24-05-2022,11
ORD24325,EM02730,PRO00119,28-11-2022,02-05-2022,2
ORD24326,EM05003,PRO00275,23-03-2022,27-07-2022,15
ORD24327,EM00925,PRO00978,06-11-2022,05-09-2022,16
ORD24328,EM02542,PRO00430,20-02-2022,08-09-2022,5
ORD24329,EM02521,PRO00426,27-09-2022,10-08-2022,6
ORD24330,EM01455,PRO00748,01-12-2022,21-11-2022,4
ORD24331,EM05822,PRO00078,02-05-2022,15-08-2022,8
ORD24332,EM01387,PRO00156,13-05-2022,19-01-2022,7
ORD24333,EM05820,PRO00245,11-06-2022,27-06-2022,8
ORD24334,EM03699,PRO00336,13-04-2022,25-09-2022,2
ORD24335,EM01918,PRO00263,28-10-2022,14-02-2022,17
ORD24336,EM01179,PRO00911,14-02-2022,15-02-2022,13
ORD24337,EM03619,PRO00615,18-10-2022,24-02-2022,13
ORD24338,EM03255,PRO00282,22-03-2022,18-06-2022,2
ORD24339,EM04281,PRO00359,04-08-2022,11-12-2022,4
ORD24340,EM05941,PRO00762,16-08-2022,05-04-2022,18
ORD24341,EM05808,PRO00058,10-11-2022,26-08-2022,15
ORD24342,EM02731,PRO00582,29-04-2022,16-01-2022,10
ORD24343,EM03134,PRO00438,14-06-2022,07-01-2022,7
ORD24344,EM01738,PRO00184,30-05-2022,17-12-2022,20
ORD24345,EM05244,PRO00758,05-10-2022,10-11-2022,9
ORD24346,EM01062,PRO00231,11-01-2022,08-05-2022,20
ORD24347,EM05469,PRO00432,16-06-2022,02-12-2022,13
ORD24348,EM04333,PRO00622,10-01-2022,07-02-2022,17
ORD24349,EM01966,PRO00821,01-10-2022,16-11-2022,11
ORD24350,EM00985,PRO00042,15-02-2022,27-08-2022,14
ORD24351,EM05743,PRO00705,21-06-2022,26-04-2022,19
ORD24352,EM05417,PRO00804,02-06-2022,10-09-2022,7
ORD24353,EM04732,PRO00203,26-02-2022,02-11-2022,11
ORD24354,EM03773,PRO00415,26-10-2022,08-10-2022,11
ORD24355,EM03283,PRO00875,08-08-2022,13-11-2022,17
ORD24356,EM04498,PRO00127,26-01-2022,06-09-2022,6
ORD24357,EM01029,PRO00532,08-01-2022,28-11-2022,4
ORD24358,EM04068,PRO00298,30-01-2022,26-12-2022,16
ORD24359,EM04150,PRO00010,14-03-2022,10-11-2022,1
ORD24360,EM05755,PRO00991,22-04-2022,16-11-2022,7
ORD24361,EM03787,PRO00692,27-08-2022,26-10-2022,17
ORD24362,EM05198,PRO00698,04-06-2022,11-04-2022,9
ORD24363,EM02302,PRO00485,27-08-2022,18-06-2022,14
ORD24364,EM00859,PRO00429,24-02-2022,26-09-2022,16
ORD24365,EM00958,PRO00030,15-01-2022,03-02-2022,18
ORD24366,EM04211,PRO00925,09-08-2022,07-06-2022,1
ORD24367,EM02852,PRO00407,19-03-2022,10-06-2022,3
ORD24368,EM00396,PRO00550,14-02-2022,28-12-2022,9
ORD24369,EM05142,PRO00756,22-09-2022,11-12-2022,4
ORD24370,EM00152,PRO00341,01-09-2022,08-04-2022,10
ORD24371,EM03328,PRO00579,17-02-2022,17-07-2022,19
ORD24372,EM05039,PRO00147,30-03-2022,22-10-2022,20
ORD24373,EM03259,PRO00402,10-09-2022,22-08-2022,3
ORD24374,EM00452,PRO00342,17-02-2022,21-08-2022,19
ORD24375,EM04109,PRO00359,15-12-2022,13-08-2022,10
ORD24376,EM00244,PRO00776,26-11-2022,04-04-2022,7
ORD24377,EM04655,PRO00763,09-01-2022,04-08-2022,17
ORD24378,EM02740,PRO00399,30-06-2022,10-12-2022,20
ORD24379,EM05702,PRO00162,09-04-2022,14-12-2022,5
ORD24380,EM00540,PRO00387,05-07-2022,16-03-2022,19
ORD24381,EM00061,PRO00941,19-10-2022,19-01-2022,17
ORD24382,EM04099,PRO00612,27-04-2022,02-04-2022,15
ORD24383,EM02008,PRO00218,14-06-2022,09-02-2022,18
ORD24384,EM00763,PRO00557,19-12-2022,27-03-2022,8
ORD24385,EM00518,PRO00112,22-10-2022,13-05-2022,11
ORD24386,EM01639,PRO00439,10-03-2022,03-01-2022,9
ORD24387,EM01177,PRO00933,18-04-2022,04-05-2022,7
ORD24388,EM02594,PRO00838,12-05-2022,23-05-2022,17
ORD24389,EM03915,PRO00368,02-09-2022,15-04-2022,12
ORD24390,EM01356,PRO00833,07-12-2022,09-03-2022,15
ORD24391,EM02721,PRO00624,23-03-2022,02-06-2022,5
ORD24392,EM04178,PRO00838,10-04-2022,23-12-2022,6
ORD24393,EM03251,PRO00719,09-06-2022,16-12-2022,15
ORD24394,EM00412,PRO00615,09-12-2022,27-07-2022,19
ORD24395,EM04482,PRO00482,08-05-2022,08-05-2022,13
ORD24396,EM02571,PRO00382,09-09-2022,14-06-2022,3
ORD24397,EM02956,PRO00589,02-06-2022,04-10-2022,1
ORD24398,EM03112,PRO00170,02-03-2022,22-02-2022,16
ORD24399,EM04533,PRO00936,13-10-2022,15-01-2022,1
ORD24400,EM03267,PRO00580,25-06-2022,27-01-2022,7
ORD24401,EM03435,PRO00009,15-12-2022,02-02-2022,16
ORD24402,EM01639,PRO00116,22-04-2022,10-12-2022,20
ORD24403,EM02956,PRO00305,28-04-2022,04-07-2022,20
ORD24404,EM01882,PRO00318,03-03-2022,27-06-2022,1
ORD24405,EM01019,PRO00093,27-01-2022,12-12-2022,9
ORD24406,EM02569,PRO00772,25-06-2022,03-12-2022,7
ORD24407,EM03764,PRO00051,10-08-2022,14-03-2022,6
ORD24408,EM02145,PRO00724,01-07-2022,29-07-2022,2
ORD24409,EM02523,PRO00499,29-06-2022,23-09-2022,20
ORD24410,EM04539,PRO00792,22-05-2022,23-05-2022,12
ORD24411,EM02873,PRO00566,14-07-2022,07-01-2022,8
ORD24412,EM04313,PRO00028,24-03-2022,12-08-2022,12
ORD24413,EM05609,PRO00512,23-12-2022,09-01-2022,12
ORD24414,EM05656,PRO00985,19-03-2022,24-09-2022,1
ORD24415,EM01169,PRO00673,21-12-2022,04-02-2022,3
ORD24416,EM05496,PRO00462,11-06-2022,18-01-2022,13
ORD24417,EM05024,PRO00494,24-04-2022,06-05-2022,8
ORD24418,EM04459,PRO00577,28-07-2022,01-04-2022,2
ORD24419,EM04252,PRO00090,19-12-2022,12-02-2022,9
ORD24420,EM00897,PRO00124,30-07-2022,04-11-2022,1
ORD24421,EM01053,PRO00478,22-10-2022,02-02-2022,10
ORD24422,EM00172,PRO00875,20-04-2022,25-08-2022,15
