OrderID,CustomerID,ProductID,OrderDate,ShippedDate,QuantitySold
ORD48114,EM01783,PRO00873,13-06-2024,18-02-2024,7
ORD48115,EM00076,PRO00513,11-01-2024,28-01-2024,14
ORD48116,EM00299,PRO00763,25-06-2024,10-02-2024,18
ORD48117,EM02411,PRO00050,12-04-2024,14-12-2024,12
ORD48118,EM04601,PRO00732,30-07-2024,07-07-2024,19
ORD48119,EM04221,PRO00611,20-09-2024,08-05-2024,12
ORD48120,EM02512,PRO00397,06-02-2024,06-05-2024,14
ORD48121,EM03244,PRO00411,21-01-2024,23-11-2024,20
ORD48122,EM04133,PRO00915,24-03-2024,07-09-2024,8
ORD48123,EM02751,PRO00411,24-05-2024,07-06-2024,13
ORD48124,EM04897,PRO00746,07-12-2024,30-07-2024,1
ORD48125,EM00755,PRO00094,06-11-2024,13-09-2024,3
ORD48126,EM04184,PRO00741,18-12-2024,04-08-2024,5
ORD48127,EM00706,PRO00284,31-07-2024,14-11-2024,4
ORD48128,EM04037,PRO00140,22-04-2024,07-07-2024,10
ORD48129,EM02506,PRO00961,30-11-2024,04-09-2024,5
ORD48130,EM01627,PRO00226,05-09-2024,14-01-2024,7
ORD48131,EM02369,PRO00357,28-02-2024,11-11-2024,2
ORD48132,EM03862,PRO00681,25-07-2024,08-02-2024,2
ORD48133,EM01799,PRO00643,21-09-2024,29-01-2024,11
ORD48134,EM02288,PRO00055,10-03-2024,07-02-2024,14
ORD48135,EM02942,PRO00267,24-02-2024,10-09-2024,15
ORD48136,EM01590,PRO00489,23-09-2024,03-08-2024,7
ORD48137,EM00163,PRO00441,18-06-2024,26-08-2024,4
ORD48138,EM01048,PRO00052,31-01-2024,28-03-2024,12
ORD48139,EM05149,PRO00227,15-09-2024,30-05-2024,15
ORD48140,EM04453,PRO00861,08-09-2024,19-02-2024,4
ORD48141,EM00171,PRO00914,22-04-2024,03-12-2024,2
ORD48142,EM00853,PRO00650,26-06-2024,16-08-2024,5
ORD48143,EM02493,PRO00414,17-10-2024,04-04-2024,2
ORD48144,EM00733,PRO00748,31-08-2024,21-10-2024,12
ORD48145,EM04265,PRO00521,03-11-2024,05-01-2024,18
ORD48146,EM03474,PRO00580,12-03-2024,05-12-2024,14
ORD48147,EM04901,PRO00814,27-09-2024,19-12-2024,2
ORD48148,EM04572,PRO00267,04-10-2024,06-10-2024,10
ORD48149,EM00064,PRO00663,05-10-2024,27-11-2024,6
ORD48150,EM05415,PRO00013,31-10-2024,13-09-2024,20
ORD48151,EM01730,PRO00492,10-05-2024,19-02-2024,11
ORD48152,EM02637,PRO00339,28-11-2024,28-02-2024,16
ORD48153,EM03232,PRO00383,14-06-2024,09-10-2024,6
ORD48154,EM05414,PRO00210,11-05-2024,06-06-2024,2
ORD48155,EM02597,PRO00201,18-10-2024,29-02-2024,17
ORD48156,EM00324,PRO00115,28-11-2024,02-03-2024,10
ORD48157,EM01799,PRO00722,27-03-2024,03-12-2024,20
ORD48158,EM01966,PRO00381,12-11-2024,06-11-2024,18
ORD48159,EM00860,PRO00183,05-08-2024,19-02-2024,7
ORD48160,EM00667,PRO00754,20-10-2024,18-10-2024,5
ORD48161,EM04931,PRO00813,06-11-2024,28-06-2024,5
ORD48162,EM02836,PRO00210,30-11-2024,03-04-2024,15
ORD48163,EM01306,PRO00107,19-07-2024,28-07-2024,18
ORD48164,EM01809,PRO00492,10-07-2024,28-05-2024,17
ORD48165,EM02691,PRO00232,17-01-2024,13-06-2024,19
ORD48166,EM00442,PRO00583,29-10-2024,22-04-2024,11
ORD48167,EM02893,PRO00742,16-09-2024,18-11-2024,19
ORD48168,EM00239,PRO00115,28-01-2024,13-09-2024,13
ORD48169,EM00254,PRO00351,27-12-2024,02-09-2024,8
ORD48170,EM02105,PRO00945,25-05-2024,01-07-2024,2
ORD48171,EM00008,PRO00948,28-12-2024,22-10-2024,4
ORD48172,EM00732,PRO00173,20-05-2024,08-07-2024,1
ORD48173,EM04310,PRO00473,22-12-2024,20-02-2024,15
ORD48174,EM03738,PRO00243,05-04-2024,08-07-2024,3
ORD48175,EM05438,PRO00911,24-06-2024,22-08-2024,5
ORD48176,EM04246,PRO00452,13-02-2024,07-04-2024,15
ORD48177,EM03638,PRO00977,03-04-2024,22-12-2024,1
ORD48178,EM05292,PRO00353,05-06-2024,01-12-2024,20
ORD48179,EM03942,PRO00469,31-01-2024,02-03-2024,20
ORD48180,EM02537,PRO00786,11-03-2024,16-11-2024,16
ORD48181,EM03808,PRO00109,30-01-2024,12-01-2024,5
ORD48182,EM04058,PRO00722,22-10-2024,12-01-2024,12
ORD48183,EM02210,PRO00624,14-12-2024,19-02-2024,15
ORD48184,EM00909,PRO00292,25-08-2024,18-08-2024,9
ORD48185,EM01440,PRO00331,24-02-2024,24-11-2024,16
ORD48186,EM00741,PRO00701,13-03-2024,16-06-2024,17
ORD48187,EM04510,PRO00419,15-12-2024,06-10-2024,13
ORD48188,EM02724,PRO00622,11-08-2024,06-08-2024,16
ORD48189,EM00018,PRO00763,19-04-2024,03-08-2024,2
ORD48190,EM00894,PRO00337,05-03-2024,01-08-2024,17
ORD48191,EM04846,PRO00326,10-11-2024,10-02-2024,8
ORD48192,EM04769,PRO00210,16-07-2024,27-01-2024,15
ORD48193,EM02094,PRO00422,12-07-2024,28-08-2024,8
ORD48194,EM04239,PRO00586,09-10-2024,23-05-2024,4
ORD48195,EM00600,PRO00450,02-10-2024,29-05-2024,7
ORD48196,EM00163,PRO00673,03-01-2024,10-09-2024,11
ORD48197,EM00672,PRO00884,26-06-2024,19-05-2024,17
ORD48198,EM01026,PRO00123,31-10-2024,20-10-2024,7
ORD48199,EM03607,PRO00538,13-01-2024,10-06-2024,16
ORD48200,EM04464,PRO00941,11-02-2024,21-11-2024,9
ORD48201,EM00098,PRO00897,28-07-2024,10-07-2024,19
ORD48202,EM04806,PRO00558,02-10-2024,26-12-2024,1
ORD48203,EM02571,PRO00695,18-02-2024,03-07-2024,9
ORD48204,EM03957,PRO00315,14-08-2024,31-08-2024,7
ORD48205,EM03764,PRO00509,22-01-2024,16-02-2024,13
ORD48206,EM01468,PRO00899,19-04-2024,22-12-2024,15
ORD48207,EM04476,PRO00255,08-03-2024,25-03-2024,16
ORD48208,EM00608,PRO00443,16-10-2024,16-06-2024,13
ORD48209,EM04649,PRO00553,03-04-2024,30-10-2024,14
ORD48210,EM02738,PRO00172,20-04-2024,23-02-2024,17
ORD48211,EM01427,PRO00199,28-07-2024,02-05-2024,17
ORD48212,EM05777,PRO00868,02-09-2024,23-11-2024,6
ORD48213,EM03993,PRO00227,08-09-2024,15-12-2024,16
ORD48214,EM01849,PRO00021,09-02-2024,18-06-2024,1
ORD48215,EM05467,PRO00145,09-09-2024,23-04-2024,5
ORD48216,EM03500,PRO00502,20-03-2024,27-04-2024,2
ORD48217,EM00734,PRO00960,21-11-2024,30-03-2024,8
ORD48218,EM05755,PRO00166,04-04-2024,24-05-2024,20
ORD48219,EM04420,PRO00500,14-05-2024,30-12-2024,18
ORD48220,EM03003,PRO00303,16-10-2024,29-12-2024,1
ORD48221,EM05946,PRO00044,18-12-2024,31-08-2024,1
ORD48222,EM01427,PRO00366,19-08-2024,22-08-2024,8
ORD48223,EM05956,PRO00408,29-08-2024,10-09-2024,20
ORD48224,EM00563,PRO00699,21-11-2024,02-10-2024,4
ORD48225,EM05709,PRO00466,01-11-2024,17-11-2024,4
ORD48226,EM02322,PRO00562,07-03-2024,24-04-2024,5
ORD48227,EM05539,PRO00715,30-03-2024,10-06-2024,17
ORD48228,EM01987,PRO00803,20-05-2024,06-10-2024,15
ORD48229,EM02033,PRO00649,08-12-2024,20-05-2024,1
ORD48230,EM05562,PRO00302,30-09-2024,22-09-2024,11
ORD48231,EM03254,PRO00676,10-06-2024,03-10-2024,19
ORD48232,EM05314,PRO00190,09-02-2024,02-08-2024,17
ORD48233,EM01601,PRO00691,24-10-2024,14-08-2024,12
ORD48234,EM00322,PRO00540,06-10-2024,07-12-2024,7
ORD48235,EM05024,PRO00518,18-06-2024,26-05-2024,10
ORD48236,EM05784,PRO00134,24-01-2024,21-09-2024,9
ORD48237,EM03606,PRO00694,03-07-2024,16-05-2024,9
ORD48238,EM03721,PRO00800,15-06-2024,31-03-2024,5
ORD48239,EM03739,PRO00656,31-10-2024,12-06-2024,18
ORD48240,EM00636,PRO00042,20-07-2024,15-02-2024,13
ORD48241,EM05139,PRO00524,03-11-2024,18-05-2024,4
ORD48242,EM02846,PRO00038,13-04-2024,23-01-2024,15
ORD48243,EM04826,PRO00349,30-10-2024,20-06-2024,7
ORD48244,EM05234,PRO00088,10-06-2024,14-02-2024,4
ORD48245,EM01445,PRO00570,14-09-2024,26-11-2024,11
ORD48246,EM00756,PRO00902,20-08-2024,02-03-2024,5
ORD48247,EM00497,PRO00878,26-07-2024,01-05-2024,11
ORD48248,EM02730,PRO00229,11-10-2024,01-07-2024,13
ORD48249,EM01835,PRO00245,21-09-2024,11-09-2024,15
ORD48250,EM01775,PRO00751,11-03-2024,25-09-2024,15
ORD48251,EM05313,PRO00796,05-11-2024,31-07-2024,11
ORD48252,EM01063,PRO00504,20-05-2024,27-07-2024,1
ORD48253,EM01597,PRO00260,27-08-2024,04-06-2024,11
ORD48254,EM04193,PRO00069,30-07-2024,23-12-2024,16
ORD48255,EM01022,PRO00995,16-11-2024,25-09-2024,14
ORD48256,EM05657,PRO00353,17-11-2024,05-04-2024,7
ORD48257,EM02395,PRO00179,02-12-2024,21-08-2024,14
ORD48258,EM03528,PRO00442,27-11-2024,21-02-2024,12
ORD48259,EM04280,PRO00224,04-10-2024,27-03-2024,11
ORD48260,EM02621,PRO00057,16-09-2024,17-05-2024,11
ORD48261,EM04342,PRO00895,23-03-2024,13-09-2024,10
ORD48262,EM02511,PRO00209,17-06-2024,01-03-2024,11
ORD48263,EM02247,PRO00871,15-11-2024,19-08-2024,20
ORD48264,EM05413,PRO00184,30-09-2024,04-09-2024,15
ORD48265,EM02494,PRO00695,20-11-2024,31-10-2024,8
ORD48266,EM05723,PRO00252,01-11-2024,15-05-2024,12
ORD48267,EM04540,PRO00666,14-11-2024,30-12-2024,4
ORD48268,EM00758,PRO00397,24-10-2024,23-05-2024,14
ORD48269,EM05347,PRO00080,14-11-2024,09-07-2024,3
ORD48270,EM04153,PRO00796,17-08-2024,18-03-2024,6
ORD48271,EM04739,PRO00885,04-12-2024,03-10-2024,7
ORD48272,EM01362,PRO00715,16-10-2024,13-11-2024,16
ORD48273,EM03845,PRO00108,28-09-2024,18-02-2024,4
ORD48274,EM00908,PRO00756,07-06-2024,18-04-2024,2
ORD48275,EM02524,PRO00663,18-01-2024,02-12-2024,19
ORD48276,EM00625,PRO00350,21-02-2024,08-09-2024,12
ORD48277,EM03597,PRO00824,10-02-2024,09-02-2024,10
ORD48278,EM00144,PRO00727,22-06-2024,28-05-2024,6
ORD48279,EM02252,PRO00342,13-03-2024,09-09-2024,18
ORD48280,EM04127,PRO00002,17-09-2024,02-02-2024,19
ORD48281,EM00976,PRO00615,18-07-2024,07-02-2024,8
ORD48282,EM04160,PRO00501,18-08-2024,14-02-2024,13
ORD48283,EM01722,PRO00919,01-10-2024,25-11-2024,13
ORD48284,EM01849,PRO00874,26-01-2024,08-10-2024,13
ORD48285,EM04676,PRO00224,23-02-2024,06-07-2024,14
ORD48286,EM01766,PRO00293,29-07-2024,21-12-2024,18
ORD48287,EM03594,PRO00866,19-09-2024,09-10-2024,1
ORD48288,EM01895,PRO00697,03-04-2024,11-04-2024,14
ORD48289,EM05671,PRO00387,31-01-2024,26-10-2024,20
ORD48290,EM04491,PRO00982,20-12-2024,10-02-2024,7
ORD48291,EM04942,PRO00801,09-12-2024,11-12-2024,2
ORD48292,EM03222,PRO00118,12-07-2024,27-11-2024,1
ORD48293,EM04888,PRO00216,17-07-2024,04-02-2024,16
ORD48294,EM02458,PRO00399,01-02-2024,30-12-2024,7
ORD48295,EM02150,PRO00817,03-02-2024,17-03-2024,9
ORD48296,EM02397,PRO00737,14-03-2024,19-04-2024,12
ORD48297,EM03167,PRO00626,16-09-2024,23-03-2024,6
ORD48298,EM04648,PRO00178,13-07-2024,03-09-2024,6
ORD48299,EM02905,PRO00440,02-09-2024,22-05-2024,3
ORD48300,EM03481,PRO00174,07-01-2024,11-05-2024,20
ORD48301,EM03741,PRO00605,29-09-2024,08-11-2024,1
ORD48302,EM02349,PRO00852,17-10-2024,03-01-2024,19
ORD48303,EM04328,PRO00116,01-08-2024,01-08-2024,8
ORD48304,EM05668,PRO00556,07-04-2024,15-02-2024,10
ORD48305,EM01446,PRO00060,08-10-2024,02-01-2024,15
ORD48306,EM03639,PRO00388,18-10-2024,27-06-2024,15
ORD48307,EM05134,PRO00307,05-05-2024,31-08-2024,12
ORD48308,EM03916,PRO00994,05-06-2024,12-08-2024,5
ORD48309,EM03156,PRO00556,08-05-2024,21-12-2024,14
ORD48310,EM04552,PRO00441,16-12-2024,15-09-2024,17
ORD48311,EM02498,PRO00740,08-09-2024,07-11-2024,14
ORD48312,EM00860,PRO00200,03-04-2024,19-01-2024,17
ORD48313,EM03820,PRO00227,31-10-2024,10-12-2024,4
ORD48314,EM01019,PRO00596,15-10-2024,06-12-2024,10
ORD48315,EM00841,PRO00837,20-04-2024,28-01-2024,13
ORD48316,EM02795,PRO00530,16-11-2024,21-09-2024,5
ORD48317,EM01355,PRO00141,11-02-2024,30-05-2024,13
ORD48318,EM01365,PRO00662,06-12-2024,06-03-2024,10
ORD48319,EM02522,PRO00474,05-10-2024,25-01-2024,18
ORD48320,EM00267,PRO00078,19-02-2024,27-09-2024,8
ORD48321,EM02850,PRO00894,25-05-2024,20-04-2024,20
ORD48322,EM05114,PRO00909,05-10-2024,01-04-2024,16
ORD48323,EM01205,PRO00546,03-11-2024,29-08-2024,7
ORD48324,EM04978,PRO00077,11-11-2024,14-08-2024,17
ORD48325,EM00173,PRO00229,15-12-2024,18-09-2024,7
ORD48326,EM05251,PRO00205,07-03-2024,19-01-2024,7
ORD48327,EM01579,PRO00585,04-01-2024,29-07-2024,15
ORD48328,EM02379,PRO00809,21-12-2024,17-02-2024,17
ORD48329,EM04667,PRO00729,01-04-2024,14-02-2024,11
ORD48330,EM05633,PRO00374,01-03-2024,04-03-2024,6
ORD48331,EM01860,PRO00369,08-06-2024,04-05-2024,19
ORD48332,EM00237,PRO00454,02-07-2024,22-10-2024,4
ORD48333,EM03018,PRO00211,04-04-2024,26-08-2024,7
ORD48334,EM01670,PRO00701,23-07-2024,11-02-2024,3
ORD48335,EM01579,PRO00113,11-09-2024,24-03-2024,17
ORD48336,EM03909,PRO00739,14-06-2024,22-08-2024,6
ORD48337,EM05611,PRO00206,14-09-2024,14-06-2024,12
ORD48338,EM03483,PRO00975,04-09-2024,14-05-2024,2
ORD48339,EM01911,PRO00399,09-06-2024,11-07-2024,19
ORD48340,EM01917,PRO00261,18-12-2024,08-12-2024,14
ORD48341,EM04199,PRO00024,18-04-2024,13-11-2024,10
ORD48342,EM01987,PRO00870,05-08-2024,26-07-2024,12
ORD48343,EM05356,PRO00566,21-05-2024,08-04-2024,4
ORD48344,EM00646,PRO00146,31-10-2024,24-06-2024,14
ORD48345,EM03557,PRO00185,29-01-2024,27-10-2024,9
ORD48346,EM01500,PRO00980,14-01-2024,31-03-2024,9
ORD48347,EM05864,PRO00019,24-12-2024,20-08-2024,9
ORD48348,EM04313,PRO00993,10-02-2024,06-11-2024,18
ORD48349,EM03912,PRO00840,17-11-2024,27-02-2024,16
ORD48350,EM00815,PRO00073,24-12-2024,27-02-2024,7
ORD48351,EM00393,PRO00109,19-05-2024,09-01-2024,19
ORD48352,EM03672,PRO00658,06-05-2024,29-11-2024,5
ORD48353,EM03437,PRO00630,11-04-2024,08-10-2024,10
ORD48354,EM02640,PRO00190,15-03-2024,01-06-2024,16
ORD48355,EM03161,PRO00334,04-06-2024,07-09-2024,10
ORD48356,EM04685,PRO00001,08-07-2024,19-05-2024,19
ORD48357,EM02356,PRO00425,12-09-2024,29-02-2024,5
ORD48358,EM00096,PRO00239,08-12-2024,13-01-2024,7
ORD48359,EM05850,PRO00280,02-08-2024,25-11-2024,17
ORD48360,EM03044,PRO00736,02-08-2024,11-04-2024,19
ORD48361,EM05521,PRO00654,07-11-2024,08-07-2024,6
ORD48362,EM03192,PRO00009,21-12-2024,10-04-2024,19
ORD48363,EM04359,PRO00123,01-01-2024,11-06-2024,9
ORD48364,EM02459,PRO00894,29-09-2024,18-08-2024,11
ORD48365,EM03476,PRO00691,09-01-2024,27-07-2024,7
ORD48366,EM01763,PRO00849,01-08-2024,24-12-2024,17
ORD48367,EM03018,PRO00051,01-11-2024,15-04-2024,5
ORD48368,EM05906,PRO00453,28-02-2024,11-08-2024,16
ORD48369,EM04875,PRO00903,14-07-2024,10-12-2024,7
ORD48370,EM05155,PRO00698,02-05-2024,12-07-2024,3
ORD48371,EM03962,PRO00769,08-04-2024,27-02-2024,7
ORD48372,EM02829,PRO00353,01-12-2024,07-03-2024,8
ORD48373,EM00301,PRO00183,14-06-2024,16-05-2024,11
ORD48374,EM02187,PRO00157,06-01-2024,29-07-2024,11
ORD48375,EM03999,PRO00927,28-02-2024,08-08-2024,9
ORD48376,EM01725,PRO00629,17-08-2024,16-12-2024,5
ORD48377,EM02698,PRO00546,09-08-2024,15-05-2024,18
ORD48378,EM03985,PRO00325,29-08-2024,14-04-2024,8
ORD48379,EM00789,PRO00908,18-11-2024,31-05-2024,20
ORD48380,EM04638,PRO00364,28-07-2024,31-03-2024,8
ORD48381,EM03326,PRO00081,13-05-2024,20-04-2024,13
ORD48382,EM05337,PRO00897,01-04-2024,30-04-2024,13
ORD48383,EM00778,PRO00658,21-12-2024,02-12-2024,14
ORD48384,EM04346,PRO00709,27-01-2024,29-04-2024,8
ORD48385,EM01738,PRO00968,04-10-2024,06-09-2024,13
ORD48386,EM02321,PRO00575,19-12-2024,13-08-2024,7
ORD48387,EM01215,PRO00390,18-11-2024,18-12-2024,10
ORD48388,EM00985,PRO00245,17-06-2024,22-06-2024,15
ORD48389,EM03466,PRO00533,23-04-2024,18-12-2024,19
ORD48390,EM05409,PRO00130,01-05-2024,08-11-2024,3
ORD48391,EM04472,PRO00159,19-04-2024,24-02-2024,6
ORD48392,EM02013,PRO00375,10-05-2024,22-01-2024,11
ORD48393,EM04693,PRO00698,06-02-2024,30-01-2024,4
ORD48394,EM05596,PRO00923,24-02-2024,11-01-2024,15
ORD48395,EM01753,PRO00431,30-08-2024,24-12-2024,11
ORD48396,EM05112,PRO00018,01-08-2024,03-04-2024,5
ORD48397,EM02677,PRO00818,18-10-2024,15-10-2024,2
ORD48398,EM05475,PRO00483,20-05-2024,14-04-2024,11
ORD48399,EM02034,PRO00741,29-12-2024,09-03-2024,14
ORD48400,EM04231,PRO00887,24-03-2024,17-09-2024,17
ORD48401,EM05037,PRO00036,26-09-2024,13-07-2024,1
ORD48402,EM01063,PRO00353,18-03-2024,02-02-2024,2
ORD48403,EM00715,PRO00971,04-10-2024,22-05-2024,13
ORD48404,EM01887,PRO00806,31-07-2024,17-04-2024,1
ORD48405,EM05517,PRO00444,29-06-2024,24-09-2024,10
ORD48406,EM00967,PRO00242,29-05-2024,18-06-2024,2
ORD48407,EM03482,PRO00054,19-10-2024,02-05-2024,15
ORD48408,EM04482,PRO00414,24-10-2024,26-01-2024,13
ORD48409,EM05711,PRO00095,06-05-2024,26-03-2024,2
ORD48410,EM04687,PRO00628,02-02-2024,14-08-2024,16
ORD48411,EM01768,PRO00248,17-09-2024,09-10-2024,9
ORD48412,EM00569,PRO00485,30-01-2024,25-12-2024,11
ORD48413,EM00358,PRO00334,12-01-2024,07-07-2024,14
ORD48414,EM02337,PRO00269,11-08-2024,16-07-2024,3
ORD48415,EM03846,PRO00947,25-01-2024,03-05-2024,8
ORD48416,EM04447,PRO00511,29-05-2024,22-07-2024,3
ORD48417,EM02058,PRO00275,28-06-2024,12-06-2024,11
ORD48418,EM00494,PRO00561,06-02-2024,07-02-2024,20
ORD48419,EM04111,PRO00767,12-03-2024,27-02-2024,9
ORD48420,EM04047,PRO00904,16-11-2024,06-02-2024,7
ORD48421,EM02267,PRO00372,09-07-2024,28-12-2024,7
ORD48422,EM00515,PRO00650,11-02-2024,22-08-2024,4
